review,sentiment,cleaned_review,review_length
amazing experience! The product is brilliant and works perfectly.,1,amazing experience product brilliant work perfectly,6
awesome purchase! Highly recommend. Very superb.,1,awesome purchase highly recommend superb,5
Love it! great quality and wonderful service.,1,love great quality wonderful service,5
Poor quality! Below expectations. defective and disappointing.,0,poor quality expectation defective disappointing,5
Hate it! horrible quality and disappointing service.,0,hate horrible quality disappointing service,5
Outstanding! The quality is outstanding and brilliant.,1,outstanding quality outstanding brilliant,4
Hate it! awful quality and disappointing service.,0,hate awful quality disappointing service,5
Awful! Not what I expected. worthless and terrible.,0,awful expected worthless terrible,4
Awful! Not what I expected. bad and useless.,0,awful expected bad useless,4
This product is wonderful! awesome quality and great value.,1,product wonderful awesome quality great value,6
Fantastic product! great and brilliant. Worth every penny.,1,fantastic product great brilliant worth every penny,7
Fantastic product! excellent and wonderful. Worth every penny.,1,fantastic product excellent wonderful worth every penny,7
This product is okay. It's average but nothing special.,1,product okay average nothing special,5
Fantastic product! fantastic and great. Worth every penny.,1,fantastic product fantastic great worth every penny,7
It's fine. acceptable for the price.,0,fine acceptable price,3
Horrible product! awful and bad. Waste of money.,0,horrible product awful bad waste money,6
This product is okay. It's fair but nothing special.,0,product okay fair nothing special,5
Average quality. moderate but not great.,0,average quality moderate great,4
Awful! Not what I expected. terrible and useless.,0,awful expected terrible useless,4
Outstanding! The quality is awesome and outstanding.,1,outstanding quality awesome outstanding,4
This product is okay. It's moderate but nothing special.,1,product okay moderate nothing special,5
brilliant experience! The product is outstanding and works perfectly.,1,brilliant experience product outstanding work perfectly,6
Terrible! The quality is unsatisfactory and unsatisfactory.,0,terrible quality unsatisfactory unsatisfactory,4
Terrible! The quality is disappointing and worthless.,0,terrible quality disappointing worthless,4
Fantastic product! amazing and fantastic. Worth every penny.,1,fantastic product amazing fantastic worth every penny,7
Awful! Not what I expected. defective and disappointing.,0,awful expected defective disappointing,4
Absolutely superb! Best product I've bought. So outstanding.,1,absolutely superb best product ive bought outstanding,7
This product is outstanding! wonderful quality and great value.,1,product outstanding wonderful quality great value,6
Hate it! unsatisfactory quality and disappointing service.,0,hate unsatisfactory quality disappointing service,5
Absolutely disappointing! Worst product ever. So useless.,0,absolutely disappointing worst product ever useless,6
Fantastic product! awesome and wonderful. Worth every penny.,1,fantastic product awesome wonderful worth every penny,7
useless experience! The product is defective and doesn't work.,0,useless experience product defective doesnt work,6
Outstanding! The quality is excellent and superb.,1,outstanding quality excellent superb,4
This product is fantastic! superb quality and great value.,1,product fantastic superb quality great value,6
Awful! Not what I expected. unsatisfactory and worthless.,0,awful expected unsatisfactory worthless,4
Absolutely terrible! Worst product ever. So worthless.,0,absolutely terrible worst product ever worthless,6
Fantastic product! wonderful and brilliant. Worth every penny.,1,fantastic product wonderful brilliant worth every penny,7
Impressive! Very excellent and fantastic design.,1,impressive excellent fantastic design,4
Outstanding! The quality is amazing and perfect.,1,outstanding quality amazing perfect,4
Impressive! Very outstanding and wonderful design.,1,impressive outstanding wonderful design,4
awesome purchase! Highly recommend. Very superb.,1,awesome purchase highly recommend superb,5
Impressive! Very wonderful and outstanding design.,1,impressive wonderful outstanding design,4
Impressive! Very brilliant and amazing design.,1,impressive brilliant amazing design,4
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
fantastic purchase! Highly recommend. Very wonderful.,1,fantastic purchase highly recommend wonderful,5
Acceptable product. average but could be better.,1,acceptable product average could better,5
Impressive! Very superb and amazing design.,1,impressive superb amazing design,4
Absolutely bad! Worst product ever. So useless.,0,absolutely bad worst product ever useless,6
Horrible product! worthless and defective. Waste of money.,0,horrible product worthless defective waste money,6
poor experience! The product is useless and doesn't work.,0,poor experience product useless doesnt work,6
terrible experience! The product is useless and doesn't work.,0,terrible experience product useless doesnt work,6
disappointing purchase. Completely useless. Not recommended.,0,disappointing purchase completely useless recommended,5
This product is perfect! brilliant quality and great value.,1,product perfect brilliant quality great value,6
Fantastic product! wonderful and awesome. Worth every penny.,1,fantastic product wonderful awesome worth every penny,7
This product is terrible. Very poor quality.,0,product terrible poor quality,4
Disappointing! Very useless and defective design.,0,disappointing useless defective design,4
Poor quality! Below expectations. defective and bad.,0,poor quality expectation defective bad,5
Hate it! useless quality and useless service.,0,hate useless quality useless service,5
Impressive! Very superb and superb design.,1,impressive superb superb design,4
Poor quality! Below expectations. useless and unsatisfactory.,0,poor quality expectation useless unsatisfactory,5
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
This product is brilliant! wonderful quality and great value.,1,product brilliant wonderful quality great value,6
Acceptable product. moderate but could be better.,1,acceptable product moderate could better,5
Average quality. standard but not wonderful.,1,average quality standard wonderful,4
This product is wonderful! wonderful quality and great value.,1,product wonderful wonderful quality great value,6
This product is okay. It's average but nothing special.,0,product okay average nothing special,5
Terrible! The quality is worthless and poor.,0,terrible quality worthless poor,4
Hate it! worthless quality and defective service.,0,hate worthless quality defective service,5
wonderful experience! The product is outstanding and works perfectly.,1,wonderful experience product outstanding work perfectly,6
